2	348	1
2	351	1
12	64215	1
15	7534	1
19	6640	1
19	6641	1
19	6645	1
19	7508	1
19	8772	1
25	25	1
25	472	1
25	1398	1
25	1399	1
25	1796	1
25	2885	1
25	4914	1
25	5295	1
25	6709	1
25	6714	1
25	7409	1
25	9051	1
25	10006	1
25	84287	1
27	1398	1
27	5335	1
27	8470	1
27	9610	1
34	34	1
40	9463	1
41	9463	1
43	43	1
43	8292	1
55	55	1
58	2638	1
58	2934	1
58	142678	1
60	60	1
60	5216	1
60	653361	1
71	7114	1
81	135	1
81	999	1
81	1308	1
81	1499	1
81	10612	1
87	135	1
87	1308	1
87	9124	1
88	88	1
88	135	1
88	283	1
88	2904	1
88	3739	1
88	3741	1
88	5585	1
88	7273	1
88	27185	1
88	58529	1
89	135	1
90	659	1
92	55333	1
93	3624	1
103	103	1
103	5976	1
118	5989	1
128	128	1
131	131	1
135	135	1
135	1813	1
142	142	1
142	3980	1
142	5422	1
142	6189	1
142	7157	1
142	7515	1
142	23090	1
142	23649	1
142	54840	1
143	9961	1
147	1173	1
153	1742	1
153	9863	1
153	10755	1
153	260425	1
154	4985	1
162	164	1
162	409	1
162	472	1
162	699	1
162	701	1
163	701	1
163	7048	1
163	26119	1
164	1174	1
164	9135	1
166	367	1
166	4990	1
166	5970	1
166	6496	1
166	51651	1
177	6285	1
177	7276	1
182	4851	1
185	7704	1
186	7078	1
186	57509	1
190	2516	1
190	6095	1
190	6720	1
190	8204	1
190	9318	1
196	405	1
196	904	1
196	6714	1
196	9049	1
207	3615	1
207	3858	1
207	5170	1
207	5361	1
207	5586	1
207	6198	1
207	8470	1
207	9869	1
208	8115	1
208	26060	1
208	57630	1
210	210	1
213	213	1
213	2217	1
215	215	1
215	5824	1
215	5825	1
217	3329	1
225	5824	1
229	582	1
229	583	1
229	585	1
229	55212	1
239	3852	1
239	4000	1
240	23406	1
259	259	1
259	1508	1
262	262	1
267	7321	1
267	7322	1
267	7323	1
267	7334	1
267	7415	1
267	51619	1
267	55284	1
273	1759	1
273	1785	1
273	8867	1
274	2203	1
274	7518	1
274	8723	1
274	22839	1
274	79890	1
278	4589	1
283	6050	1
283	10468	1
284	7010	1
285	7010	1
286	6005	1
286	7273	1
286	84033	1
288	4087	1
291	581	1
302	5245	1
309	5921	1
317	842	1
317	5499	1
317	10017	1
320	320	1
320	351	1
320	774	1
320	9973	1
321	351	1
321	5970	1
321	22883	1
321	63941	1
322	334	1
322	351	1
323	351	1
324	324	1
324	1495	1
324	1499	1
324	1741	1
324	3728	1
324	5525	1
324	5783	1
324	8312	1
324	10982	1
324	22919	1
324	22920	1
325	325	1
326	326	1
326	1387	1
326	8350	1
328	5423	1
328	7295	1
329	7186	1
330	7186	1
332	332	1
332	3619	1
332	9212	1
332	55143	1
333	1600	1
334	3725	1
334	10307	1
335	335	1
335	351	1
335	3931	1
338	4547	1
339	9530	1
339	10492	1
351	351	1
351	2192	1
351	3028	1
351	5663	1
351	7040	1
351	7042	1
351	7159	1
351	9479	1
351	9546	1
351	10134	1
351	10307	1
351	10513	1
354	4914	1
355	355	1
355	356	1
355	1616	1
355	5783	1
355	7341	1
355	8772	1
361	1173	1
362	362	1
367	367	1
367	672	1
367	857	1
367	1329	1
367	1387	1
367	1499	1
367	1616	1
367	1630	1
367	1644	1
367	2119	1
367	2274	1
367	2308	1
367	2316	1
367	2580	1
367	2934	1
367	3065	1
367	4086	1
367	4088	1
367	4110	1
367	5901	1
367	6047	1
367	6597	1
367	6714	1
367	6736	1
367	6840	1
367	7041	1
367	7110	1
367	7157	1
367	7181	1
367	7329	1
367	7337	1
367	8031	1
367	8202	1
367	8409	1
367	8431	1
367	8648	1
367	9063	1
367	9604	1
367	9611	1
367	9612	1
367	10048	1
367	10399	1
367	10499	1
367	11143	1
367	11315	1
367	23054	1
367	25898	1
367	56924	1
367	57178	1
367	64324	1
367	221037	1
369	1460	1
369	3265	1
369	5295	1
369	5605	1
369	6237	1
369	7534	1
369	10469	1
369	24148	1
369	51497	1
372	1315	1
375	375	1
375	1315	1
375	9266	1
375	23163	1
375	23431	1
375	26088	1
377	9493	1
377	23647	1
377	27236	1
378	1956	1
381	23647	1
382	10640	1
382	23647	1
387	392	1
387	396	1
387	1729	1
387	3737	1
387	3895	1
387	5585	1
387	5586	1
387	5910	1
387	6093	1
387	9826	1
387	10256	1
387	11113	1
387	23164	1
387	23365	1
388	11113	1
390	394	1
390	6093	1
390	91544	1
391	3895	1
392	663	1
392	998	1
392	7454	1
394	8153	1
394	27289	1
396	396	1
396	998	1
396	5879	1
397	399	1
397	5880	1
397	7409	1
400	2800	1
400	2803	1
400	9648	1
402	5147	1
402	9094	1
402	23568	1
403	5147	1
403	6102	1
403	9094	1
405	2034	1
405	3091	1
405	6492	1
405	6493	1
405	6714	1
405	9049	1
405	10499	1
405	57491	1
406	2034	1
406	4862	1
406	9575	1
408	1856	1
408	4792	1
408	5602	1
408	5744	1
409	2316	1
409	4193	1
409	5602	1
409	5900	1
421	1013	1
421	55914	1
429	6925	1
429	6929	1
432	29956	1
